,daysBetweenDates,isBasicEconomy,1depTimeOnly,numberOfStopovers,waitingTime,numericalStartingAirport,numericalDestinationAirport,numerical1cabin,totalFare
46511,7,0,16,0,0.0,9,3,1,188.6
46512,58,0,8,1,8.0,12,3,1,477.2
46513,53,0,8,2,7.0,12,4,1,650.11
46514,31,0,8,1,3.0,2,13,1,237.1
46515,19,0,6,1,7.0,6,9,1,497.19
46516,27,0,18,1,3.0,2,9,1,416.1
46517,22,0,18,0,0.0,11,14,1,202.6
46519,19,0,15,1,2.0,10,11,1,393.59
46520,28,0,23,1,7.0,9,11,1,543.2
46521,19,0,20,0,0.0,13,3,1,98.6
46522,5,0,8,1,1.0,1,15,1,333.6
46523,6,0,6,2,4.0,12,10,1,618.09
46524,32,0,15,0,0.0,14,13,1,288.6
46525,10,1,13,2,5.0,14,10,1,239.1
46526,7,0,17,1,2.0,6,7,1,247.6
46527,26,0,18,0,0.0,7,3,1,285.6
46528,19,1,14,0,0.0,13,6,1,138.6
46529,20,0,11,0,0.0,14,0,1,288.6
46530,56,0,8,1,1.0,11,4,1,314.59
46531,56,0,18,1,1.0,14,6,1,841.6
46532,40,1,7,0,0.0,7,4,1,172.6
46533,26,1,13,1,1.0,9,4,1,317.6
46534,51,0,9,2,4.0,1,12,1,698.11
46535,23,0,13,1,2.0,7,3,1,410.6
46536,29,0,13,1,5.0,10,15,1,587.2
46537,18,0,12,0,0.0,3,8,1,793.6
46538,17,0,20,0,0.0,4,9,1,285.6
46539,20,0,6,1,1.0,1,0,1,437.6
46540,23,0,14,1,1.0,3,9,1,399.6
46541,44,1,17,1,3.0,1,4,1,189.1
46542,8,0,15,0,0.0,6,2,1,268.6
46543,21,1,23,1,8.0,15,6,1,147.2
46544,18,0,6,1,1.0,3,6,1,427.6
46545,38,0,8,2,5.0,8,4,1,511.7
46546,7,0,12,1,4.0,5,13,1,358.6
46547,23,0,10,0,0.0,8,1,1,292.8
46548,27,0,13,0,0.0,2,10,1,147.1
46549,33,1,7,0,0.0,13,4,1,99.35
46550,24,1,6,1,0.0,7,4,1,198.6
46551,14,1,17,1,3.0,1,2,1,167.6
46552,2,0,7,1,1.0,9,13,1,370.1
46554,39,0,19,1,7.0,4,5,1,237.2
46555,29,0,8,1,1.0,9,0,1,448.6
46556,20,0,7,1,2.0,13,9,1,444.59
46558,15,0,9,1,2.0,11,9,1,268.6
46559,7,0,13,0,0.0,5,15,1,498.6
46560,46,0,18,0,0.0,3,4,1,299.0
46561,3,1,17,1,2.0,4,15,1,277.6
46562,41,0,24,1,2.0,9,13,1,370.6
46563,54,0,23,1,5.0,15,2,1,537.19
46564,2,1,7,1,1.0,13,11,1,217.61
46565,41,0,7,1,1.0,8,9,1,367.6
46566,36,0,20,0,0.0,13,6,1,172.6
46567,35,0,11,1,4.0,2,9,1,297.1
46568,54,0,19,0,0.0,9,15,1,181.6
46569,29,0,6,0,0.0,4,13,1,215.6
46570,54,0,22,0,0.0,15,8,1,318.6
46571,24,0,13,0,0.0,14,4,1,403.6
46572,40,0,8,0,0.0,13,3,1,125.61
46573,7,1,7,1,2.0,0,15,1,388.6
46574,28,0,9,1,1.0,3,9,1,127.6
46575,16,0,9,1,1.0,14,2,1,252.6
46576,25,0,18,1,1.0,5,6,1,235.58
46577,16,0,8,1,6.0,8,7,1,407.2
46578,53,0,10,1,2.0,2,4,1,407.1
46579,20,0,17,0,0.0,2,13,1,267.1
46580,24,0,14,1,5.0,5,4,1,198.58
46581,44,0,6,1,2.0,3,10,1,217.61
46582,10,0,9,1,0.0,0,15,1,430.1
46583,34,0,11,0,0.0,1,9,1,414.6
46584,15,0,12,1,3.0,12,3,1,471.6
46585,44,0,11,1,2.0,3,1,1,136.62
46586,37,1,15,1,3.0,1,2,1,190.6
46587,34,0,14,1,1.0,14,0,1,406.6
46588,34,0,18,1,2.0,7,14,1,418.6
46589,41,0,13,1,1.0,9,5,1,565.6
46590,16,0,9,1,2.0,11,15,1,692.59
46591,55,0,11,1,2.0,9,1,1,377.6
46592,13,0,18,1,1.0,0,13,1,148.58
46593,31,0,10,1,3.0,6,0,1,316.1
46594,28,0,14,1,2.0,0,1,1,231.6
46595,26,1,20,1,1.0,5,10,1,107.6
46596,48,1,7,1,1.0,6,13,1,97.6
46597,57,0,8,2,6.0,12,5,1,772.7
46598,12,0,13,1,1.0,9,2,1,417.6
46599,52,0,22,1,2.0,15,0,1,507.6
46600,30,0,10,1,2.0,3,8,1,671.6
46601,58,0,6,1,1.0,9,11,1,242.6
46602,16,0,17,1,3.0,11,5,1,143.58
46603,23,0,18,0,0.0,11,9,1,343.6
46604,52,1,9,0,0.0,7,1,1,93.6
46605,24,0,7,1,1.0,13,9,1,183.58
46606,16,0,20,0,0.0,8,15,1,1614.6
46607,31,0,18,1,2.0,6,11,1,238.6
46608,4,0,5,1,1.0,4,10,1,196.1
46609,42,0,8,1,1.0,12,13,1,525.6
46610,51,0,8,0,0.0,13,10,1,233.6
46611,16,0,14,1,7.0,6,14,1,421.2
46612,5,0,6,1,4.0,3,10,1,132.61
46614,23,0,11,1,5.0,10,9,1,507.2
46615,30,0,18,1,2.0,8,9,1,322.6
46616,12,0,16,1,1.0,8,9,1,437.6
46617,39,0,6,1,1.0,2,3,1,297.1
46618,5,1,13,1,1.0,13,6,1,187.6
46619,26,1,8,1,1.0,9,6,1,146.6
46620,18,1,9,1,1.0,13,1,1,87.6
46621,24,0,16,1,1.0,0,11,1,271.6
46622,13,0,8,0,0.0,1,3,1,368.6
46623,40,0,20,1,1.0,5,2,1,137.6
46624,21,0,7,1,3.0,9,10,1,368.6
46625,44,0,21,0,0.0,10,13,1,193.6
46626,27,0,8,1,8.0,12,7,1,627.2
46627,19,0,6,1,2.0,15,4,1,377.6
46628,16,0,7,1,2.0,12,3,1,461.6
46629,6,0,11,1,1.0,14,4,1,268.6
46630,2,0,9,1,2.0,14,4,1,287.58
46631,34,0,14,0,0.0,10,13,1,215.6
46632,24,0,6,1,4.0,11,2,1,327.2
46634,14,0,24,1,3.0,15,3,1,438.59
46636,34,0,11,1,4.0,0,2,1,296.61
46637,56,0,17,1,3.0,0,5,1,206.61
46638,45,0,13,0,0.0,4,8,1,289.61
46639,41,0,13,0,0.0,2,8,1,157.1
46640,37,0,7,1,1.0,7,3,1,678.6
46641,12,0,18,0,0.0,8,0,1,208.61
46642,6,0,12,1,5.0,4,0,1,237.19
46643,15,0,17,1,3.0,6,2,1,288.6
46644,47,0,10,1,0.0,6,13,1,408.6
46645,7,0,19,0,0.0,1,10,1,128.6
46646,17,0,9,0,0.0,4,10,1,328.6
46647,23,0,7,2,8.0,8,14,1,492.7
46648,54,0,8,1,4.0,9,6,1,460.6
46649,43,0,15,1,2.0,10,9,1,387.1
46650,5,0,23,0,0.0,9,1,1,370.35
46651,6,0,12,1,1.0,1,9,1,477.61
46652,22,0,24,1,2.0,9,7,1,522.6
46653,45,1,12,1,1.0,14,13,1,159.1
46654,44,0,17,0,0.0,11,3,1,97.99
46655,29,0,19,0,0.0,4,15,1,288.6
46656,58,0,20,0,0.0,11,8,1,128.6
46657,21,0,7,2,9.0,4,8,1,511.7
46658,36,0,11,1,4.0,10,14,1,101.6
46659,53,0,15,1,4.0,6,15,1,638.6
46660,39,0,12,0,0.0,8,0,1,188.6
46661,10,0,20,1,1.0,11,13,1,428.6
46662,18,0,12,1,5.0,4,3,1,572.2
46663,16,0,8,1,1.0,6,4,1,217.61
46664,32,0,16,0,0.0,1,8,1,377.29
46665,15,0,6,1,3.0,14,15,1,408.6
46667,19,0,10,1,6.0,14,8,1,207.2
46668,50,0,6,1,2.0,6,7,1,248.6
46669,7,0,9,0,0.0,9,12,1,218.6
46670,53,0,7,2,5.0,8,12,1,680.1
46671,14,1,17,1,0.0,1,9,1,130.6
46672,5,0,9,1,1.0,7,13,1,200.6
46673,31,0,11,1,1.0,3,5,1,527.6
46674,7,0,17,0,0.0,7,10,1,248.6
46675,15,0,9,1,1.0,0,6,1,251.1
46676,51,1,14,1,2.0,14,4,1,192.6
46677,55,0,13,0,0.0,8,11,1,189.6
46678,60,0,17,1,2.0,6,13,1,378.6
46679,10,0,17,0,0.0,8,15,1,253.61
46680,39,0,16,0,0.0,11,10,1,308.6
46681,19,0,16,1,2.0,8,3,1,427.6
46682,44,0,18,1,2.0,7,9,1,298.6
46683,26,1,20,1,1.0,10,0,1,207.6
46684,24,0,15,1,1.0,2,8,1,600.11
46685,14,0,21,0,0.0,10,13,1,123.61
46686,20,0,8,1,7.0,12,3,1,467.2
46688,26,0,23,0,0.0,9,8,1,338.61
46689,25,0,6,0,0.0,8,11,1,143.6
46690,23,0,9,0,0.0,9,6,1,413.6
46691,16,1,7,1,1.0,11,1,1,147.6
46692,5,0,15,0,0.0,1,2,1,389.6
46693,33,0,8,0,0.0,1,8,1,218.6
46694,30,0,8,2,3.0,9,0,1,435.1
46695,3,0,11,2,7.0,8,5,1,880.69
46696,40,0,8,0,0.0,2,14,1,237.1
46697,30,1,6,1,5.0,12,8,1,347.2
46698,52,0,1,1,2.0,9,0,1,347.61
46699,1,0,16,0,0.0,0,14,1,230.59
46700,27,0,12,0,0.0,2,1,1,348.1
46701,49,0,10,1,4.0,1,0,1,156.2
46702,17,0,9,1,6.0,8,3,1,647.2
46704,11,0,13,0,0.0,15,14,1,438.6
46705,52,0,8,1,6.0,5,10,1,113.58
46706,41,0,6,1,1.0,9,6,1,516.58
46707,30,0,9,1,7.0,5,9,1,249.59
46708,7,1,22,0,0.0,8,0,1,158.6
46710,30,0,18,0,0.0,1,4,1,404.6
46711,18,1,7,1,5.0,4,10,1,185.2
46712,39,0,8,2,7.0,10,12,1,742.7
46714,35,0,18,1,2.0,13,11,1,348.59
46715,15,0,12,1,1.0,3,9,1,83.99
46716,13,0,7,1,1.0,11,0,1,167.58
46717,25,1,9,1,4.0,13,11,1,108.6
46718,46,0,14,2,3.0,11,14,1,455.1
46719,33,0,7,1,3.0,10,9,1,305.61
46720,46,0,6,2,2.0,1,2,1,352.09
46721,1,0,6,1,1.0,15,8,1,380.6
46722,57,0,20,1,1.0,0,9,1,317.6
46723,34,1,7,1,1.0,14,13,1,160.6
46724,21,0,12,1,7.0,6,7,1,265.69
46725,3,1,17,1,2.0,6,9,1,262.61
46726,26,0,8,0,0.0,13,9,1,194.6
46727,5,0,6,1,3.0,13,9,1,478.61
46728,42,0,17,1,1.0,12,15,1,157.6
46729,23,0,9,0,0.0,2,6,1,157.1
46730,10,0,10,1,2.0,6,9,1,400.6
46731,4,0,24,1,1.0,9,5,1,371.6
46732,14,0,13,0,0.0,2,13,1,150.1
46733,26,1,10,1,2.0,1,8,1,133.59
46734,33,0,13,1,1.0,2,11,1,235.1
46736,38,0,23,0,0.0,9,13,1,194.6
46737,35,0,7,0,0.0,9,4,1,194.6
46738,4,1,13,1,3.0,10,3,1,147.6
46739,44,0,15,1,1.0,5,2,1,103.6
46740,20,1,8,1,5.0,14,5,1,197.2
46741,42,0,6,1,5.0,13,8,1,537.2
46742,8,0,19,1,2.0,1,4,1,320.1
46743,2,0,23,1,6.0,15,9,1,217.2
46744,29,0,16,1,2.0,11,1,1,257.6
46745,14,0,9,3,5.0,2,13,1,787.04
46746,8,0,13,0,0.0,9,11,1,348.6
46747,9,0,20,1,1.0,1,5,1,431.6
46748,55,0,9,2,6.0,5,12,1,554.7
46749,43,0,11,0,0.0,6,11,1,223.6
46750,54,0,13,1,4.0,3,5,1,161.58
46751,23,0,9,1,2.0,7,14,1,247.6
46752,55,0,18,1,2.0,7,14,1,551.6
46753,39,0,8,1,1.0,2,9,1,603.11
46754,36,0,7,0,0.0,1,9,1,1148.6
46755,11,0,7,1,6.0,15,11,1,292.2
46756,36,0,12,1,1.0,9,1,1,351.6
46757,44,0,8,1,1.0,15,5,1,370.6
46758,3,0,10,1,4.0,10,14,1,467.61
46759,16,0,12,1,1.0,12,13,1,214.59
46760,22,0,12,1,2.0,14,5,1,367.6
46761,34,0,16,1,2.0,0,1,1,471.6
46762,31,0,13,0,0.0,9,3,1,232.6
46763,3,0,14,1,1.0,15,2,1,488.6
46764,47,0,6,1,4.0,3,0,1,227.6
46765,43,0,10,1,5.0,5,15,1,587.2
46766,23,0,16,1,2.0,3,1,1,208.61
46767,3,0,19,1,2.0,5,14,1,517.6
46768,25,0,14,1,5.0,0,9,1,472.21
46769,59,0,11,1,1.0,9,11,1,201.58
46770,22,0,22,0,0.0,7,3,1,158.6
46771,15,0,7,0,0.0,0,13,1,198.6
46772,1,0,18,0,0.0,10,3,1,738.6
46773,5,0,13,0,0.0,15,8,1,303.6
46774,41,1,20,1,1.0,10,5,1,102.6
46775,46,0,11,1,2.0,14,15,1,557.6
46776,3,0,6,2,7.0,0,12,1,604.7
46777,22,0,18,1,2.0,7,6,1,351.09
46778,3,0,11,1,1.0,10,14,1,427.6
46779,38,0,6,2,4.0,10,12,1,647.1
46780,21,0,15,1,2.0,3,4,1,288.6
46781,20,0,23,1,2.0,15,4,1,607.61
46782,28,0,6,2,6.0,7,10,1,483.71
46783,17,0,9,1,2.0,9,10,1,380.6
46784,16,0,16,0,0.0,13,8,1,373.04
46785,17,0,16,2,11.0,13,14,1,271.71
46786,31,1,7,0,0.0,4,13,1,78.6
46787,55,1,5,1,1.0,3,11,1,219.72
46788,40,0,15,1,4.0,3,9,1,361.6
46789,25,1,16,1,4.0,2,11,1,118.1
46790,59,0,20,1,1.0,0,7,1,148.1
46792,2,0,8,2,3.0,5,11,1,266.12
46793,2,0,10,0,0.0,8,11,1,144.6
46794,21,0,7,1,2.0,14,15,1,437.6
46795,49,0,8,1,0.0,9,11,1,528.59
46796,7,0,12,0,0.0,6,0,1,208.61
46797,4,0,14,1,2.0,1,5,1,469.6
46798,46,0,6,1,0.0,10,15,1,276.6
46799,59,0,16,2,1.0,14,10,1,186.1
46800,48,1,10,1,1.0,6,5,1,106.1
46801,4,0,7,1,3.0,11,14,1,216.58
46802,38,1,10,1,3.0,1,10,1,201.61
46803,26,1,22,0,0.0,8,1,1,98.6
46804,4,0,6,1,3.0,1,11,1,317.61
46805,15,0,10,1,3.0,6,11,1,166.6
46806,1,0,13,0,0.0,9,4,1,308.6
46807,4,0,11,1,3.0,15,1,1,596.61
46808,6,1,13,0,0.0,13,6,1,154.6
46809,22,1,7,1,4.0,10,15,1,156.6
46810,16,1,10,1,7.0,10,14,1,232.2
46811,15,1,11,1,3.0,7,9,1,210.1
46812,1,0,16,0,0.0,13,8,1,213.6
46813,50,0,9,1,1.0,10,9,1,323.6
46814,6,0,6,2,13.0,8,4,1,736.31
46815,52,1,6,0,0.0,5,7,1,108.6
46816,24,0,12,1,2.0,1,2,1,318.6
46817,14,0,15,1,2.0,10,9,1,537.6
46818,9,0,10,1,2.0,0,1,1,368.6
46819,13,0,18,1,3.0,2,9,1,467.1
46820,3,0,12,1,6.0,10,7,1,363.7
46821,39,0,16,1,1.0,10,15,1,277.6
46822,1,0,7,1,1.0,6,4,1,538.6
46823,41,0,13,1,1.0,12,7,1,691.61
46824,42,0,7,1,6.0,14,3,1,297.2
46825,21,1,22,0,0.0,8,0,1,98.6
46826,50,0,11,1,3.0,9,10,1,291.61
46827,8,1,13,0,0.0,6,13,1,154.6
46828,39,0,12,0,0.0,10,11,1,198.6
46829,25,0,17,1,3.0,11,0,1,242.98
46830,11,1,11,1,1.0,9,10,1,212.6
46831,57,0,15,1,2.0,2,10,1,199.1
46832,3,1,8,1,5.0,1,6,1,272.2
46833,3,0,8,1,4.0,9,5,1,607.61
46834,29,1,7,0,0.0,1,11,1,98.6
46835,50,0,12,1,3.0,12,15,1,366.6
46836,25,0,8,0,0.0,8,1,1,233.6
46837,20,0,8,0,0.0,8,1,1,143.6
46838,17,0,13,1,1.0,3,2,1,197.6
46839,18,0,14,1,5.0,1,15,1,727.2
46840,30,0,23,1,7.0,4,2,1,373.2
46841,15,0,23,1,2.0,9,1,1,243.61
46842,2,0,14,0,0.0,6,2,1,254.61
46843,32,0,18,1,0.0,13,8,1,177.61
46844,38,1,16,1,1.0,3,7,1,107.6
46845,25,1,7,1,3.0,8,12,1,308.6
46846,13,0,7,1,5.0,8,3,1,560.2
46847,14,0,23,2,10.0,8,4,1,681.7
46848,4,0,21,1,7.0,9,12,1,727.21
46849,25,0,12,0,0.0,1,13,1,398.6
46850,33,0,9,1,6.0,7,8,1,412.2
46851,13,0,6,2,4.0,15,6,1,672.1
46852,25,0,11,0,0.0,6,4,1,341.6
46853,34,1,19,0,0.0,1,9,1,204.6
46854,46,0,20,0,0.0,5,2,1,198.6
46855,13,0,11,1,4.0,9,4,1,294.6
46856,33,0,9,1,2.0,3,8,1,267.6
46857,23,0,8,1,0.0,15,11,1,277.6
46858,41,0,20,0,0.0,2,1,1,77.1
46859,44,0,11,1,2.0,2,9,1,603.11
46860,34,1,13,0,0.0,13,1,1,127.6
46861,5,1,13,1,0.0,1,5,1,107.6
46862,43,0,9,2,3.0,10,12,1,487.48
46863,32,0,18,0,0.0,14,5,1,218.6
46864,55,0,8,0,0.0,6,3,1,203.6
46865,6,0,16,1,5.0,14,6,1,562.2
46866,44,0,7,0,0.0,7,13,1,140.6
46867,25,1,6,1,3.0,9,4,1,157.6
46868,21,0,12,1,7.0,6,0,1,193.58
46869,33,0,9,0,0.0,1,5,1,228.6
46870,18,0,5,1,0.0,7,11,1,235.1
46871,34,0,13,1,4.0,8,9,1,337.6
46872,48,0,11,0,0.0,8,1,1,123.61
46873,24,0,10,1,1.0,0,3,1,454.6
46874,28,0,5,0,0.0,14,4,1,278.6
46875,12,0,13,0,0.0,13,10,1,393.6
46876,47,0,15,1,1.0,2,10,1,199.1
46877,22,0,12,0,0.0,11,4,1,183.59
46878,30,0,10,0,0.0,10,13,1,83.6
46879,50,0,7,1,1.0,9,1,1,363.6
46880,58,0,6,1,1.0,5,6,1,142.59
46881,48,0,8,0,0.0,8,13,1,366.08
46882,47,0,6,1,1.0,3,1,1,511.6
46883,6,0,9,0,0.0,4,2,1,333.6
46884,5,0,8,2,5.0,12,11,1,687.1
46885,59,0,17,1,4.0,9,11,1,302.61
46886,7,0,14,0,0.0,4,0,1,278.6
46887,23,0,13,0,0.0,2,1,1,348.1
46888,11,0,6,1,3.0,12,2,1,608.6
46889,18,0,23,1,5.0,0,8,1,457.2
46890,47,0,21,1,6.0,13,9,1,247.2
46891,56,0,16,0,0.0,4,10,1,173.6
46892,4,0,15,0,0.0,10,4,1,428.6
46893,30,0,14,0,0.0,13,10,1,93.6
46894,23,0,17,1,4.0,9,8,1,252.6
46895,27,0,11,0,0.0,11,8,1,144.6
46896,10,0,13,1,3.0,2,13,1,357.1
46897,28,0,17,1,1.0,10,11,1,227.59
46898,15,0,18,0,0.0,8,15,1,523.6
46899,59,0,9,1,4.0,11,9,1,201.58
46900,48,0,7,1,6.0,13,9,1,253.2
46901,26,0,12,0,0.0,13,1,1,318.6
46902,23,0,20,1,1.0,14,4,1,248.6
46903,24,0,16,1,1.0,5,2,1,207.6
46905,4,0,15,1,1.0,1,9,1,267.6
46906,45,0,6,1,3.0,15,7,1,1233.6
46907,8,0,15,1,2.0,2,4,1,223.1
46908,56,0,8,1,1.0,14,6,1,436.1
46909,31,0,7,0,0.0,5,8,1,474.6
46910,37,0,8,0,0.0,13,9,1,278.6
46911,13,0,6,1,1.0,7,6,1,443.09
46912,5,0,12,1,2.0,11,14,1,211.6
46913,10,0,14,1,2.0,3,8,1,535.6
46914,4,0,10,0,0.0,11,14,1,244.6
46915,19,0,17,0,0.0,4,6,1,245.6
46916,27,0,16,2,2.0,10,12,1,746.1
46917,14,0,6,0,0.0,6,11,1,226.6
46918,43,1,11,0,0.0,1,14,1,99.6
46919,50,0,6,2,8.0,8,0,1,512.7
46920,34,1,13,0,0.0,0,6,1,128.6
46921,4,0,10,1,2.0,2,4,1,557.1
46922,5,0,10,1,5.0,14,10,1,117.2
46923,59,0,14,2,3.0,10,15,1,1267.09
46924,41,0,13,1,3.0,14,3,1,351.6
46925,52,0,21,0,0.0,6,1,1,148.6
46926,34,0,7,1,4.0,4,1,1,267.6
46927,20,0,14,0,0.0,13,4,1,274.6
46928,28,0,15,1,1.0,11,2,1,513.6
46929,36,0,11,0,0.0,4,1,1,208.61
46930,54,0,13,1,2.0,15,12,1,411.6
46931,27,0,5,1,4.0,13,9,1,209.58
46932,46,0,19,0,0.0,8,9,1,381.61
46934,32,0,24,1,1.0,9,2,1,338.6
46935,34,0,14,1,2.0,14,2,1,156.6
46936,23,0,20,0,0.0,10,11,1,94.6
46937,43,0,19,2,4.0,12,2,1,757.1
46938,42,0,6,2,3.0,1,3,1,422.1
46939,21,0,13,1,2.0,9,13,1,401.6
46940,28,0,18,0,0.0,14,0,1,161.6
46941,49,0,12,0,0.0,0,10,1,197.61
46942,17,1,14,1,1.0,2,11,1,180.1
46943,50,0,13,0,0.0,13,6,1,228.6
46944,44,0,9,2,4.0,0,8,1,466.1
46945,60,0,7,0,0.0,4,1,1,258.6
46946,5,0,16,1,1.0,11,1,1,177.61
46947,16,0,9,1,1.0,15,6,1,477.61
46949,23,0,8,1,1.0,3,10,1,157.6
46950,5,0,9,1,3.0,14,4,1,305.61
46951,47,0,10,1,1.0,2,0,1,233.1
46952,29,0,12,1,2.0,1,4,1,157.6
46953,43,0,19,1,6.0,4,13,1,307.2
46954,12,0,9,1,2.0,7,11,1,214.6
46955,5,0,17,1,3.0,10,0,1,345.58
46956,46,0,10,0,0.0,2,5,1,277.1
46957,59,0,8,1,7.0,2,4,1,357.7
46958,44,0,9,1,7.0,8,13,1,507.19
46959,57,0,6,1,5.0,6,11,1,146.58
46960,9,0,15,1,1.0,9,4,1,294.6
46961,40,0,10,0,0.0,6,13,1,172.6
46962,19,0,13,2,6.0,7,12,1,737.11
46963,24,0,8,0,0.0,4,6,1,216.6
46964,2,0,8,0,0.0,8,13,1,278.6
46965,28,0,16,0,0.0,8,4,1,215.6
46966,18,0,18,0,0.0,1,15,1,528.6
46967,12,0,9,1,2.0,9,11,1,713.6
46968,1,0,10,1,3.0,0,3,1,305.61
46969,26,1,13,0,0.0,14,0,1,151.6
46970,48,1,10,0,0.0,3,10,1,228.6
46971,59,0,9,1,1.0,9,0,1,541.61
46972,5,0,13,1,3.0,0,15,1,370.6
46973,11,0,12,2,3.0,9,11,1,484.1
46974,43,0,14,1,2.0,13,11,1,214.6
46975,21,0,14,0,0.0,3,4,1,257.6
46977,56,1,11,1,2.0,8,14,1,166.61
46978,60,0,14,0,0.0,4,0,1,111.98
46979,21,0,16,1,5.0,15,11,1,507.2
46980,14,0,12,0,0.0,6,13,1,196.6
46981,43,0,13,1,2.0,5,6,1,754.64
46982,26,0,8,1,0.0,9,10,1,366.1
46983,7,0,13,1,3.0,10,4,1,201.1
46984,10,0,5,1,3.0,13,2,1,260.58
46985,45,1,7,1,2.0,5,2,1,161.61
46986,50,0,13,1,0.0,7,6,1,408.6
46987,42,0,7,0,0.0,13,10,1,178.6
46988,60,0,9,1,3.0,5,15,1,279.6
46989,60,0,6,0,0.0,6,11,1,103.6
46990,47,0,16,1,2.0,11,9,1,568.59
46991,3,0,17,0,0.0,4,3,1,248.6
46992,44,0,14,1,1.0,10,15,1,441.6
46993,45,0,14,1,5.0,5,4,1,397.21
46994,58,1,19,1,1.0,4,14,1,192.6
46995,40,0,12,0,0.0,14,0,1,218.6
46996,12,0,8,1,1.0,1,3,1,399.1
46997,16,0,12,1,3.0,4,10,1,117.6
46998,56,0,1,0,0.0,3,2,1,348.6
46999,45,0,12,1,1.0,9,6,1,548.6
47001,58,0,14,2,3.0,7,10,1,340.6
47002,35,0,6,1,1.0,5,11,1,758.6
47003,11,1,16,0,0.0,13,3,1,221.72
47004,40,0,16,1,1.0,0,9,1,166.58
47005,45,0,18,0,0.0,3,6,1,368.6
47007,29,0,6,1,2.0,15,1,1,298.6
47008,52,0,17,2,3.0,0,12,1,967.1
47009,9,0,22,1,2.0,15,2,1,607.61
47010,2,0,12,1,2.0,4,11,1,317.6
47011,45,0,23,1,2.0,9,5,1,225.1
47013,43,1,21,0,0.0,0,13,1,102.6
47014,41,1,13,1,2.0,9,7,1,141.6
47015,27,0,23,1,6.0,4,11,1,301.2
47016,38,0,14,2,4.0,10,12,1,558.11
47017,43,0,18,1,1.0,1,4,1,271.61
47018,1,0,6,1,3.0,1,11,1,336.61
47019,58,0,7,1,2.0,10,0,1,322.6
47020,12,0,14,1,4.0,5,14,1,430.2
47021,36,1,11,0,0.0,15,6,1,178.6
47022,8,0,16,1,2.0,4,2,1,266.6
47023,45,0,9,1,1.0,9,10,1,641.61
47024,17,0,23,1,3.0,15,5,1,726.61
47025,58,0,6,1,4.0,13,9,1,145.58
47026,49,0,14,0,0.0,9,15,1,138.6
47027,18,0,6,2,5.0,12,1,1,722.7
47028,20,0,7,2,5.0,10,9,1,526.11
47029,8,0,10,1,5.0,9,12,1,610.2
47030,2,0,6,1,1.0,11,6,1,308.6
47031,1,0,6,2,2.0,5,8,1,557.11
47032,34,0,10,1,6.0,0,8,1,482.21
47033,19,0,9,1,2.0,15,13,1,287.6
47034,23,0,10,1,3.0,4,1,1,235.6
47035,13,1,19,0,0.0,13,10,1,168.61
47036,47,0,8,1,7.0,8,13,1,507.2
47037,38,0,6,2,2.0,2,11,1,396.59
47038,59,0,14,0,0.0,8,15,1,734.35
47039,42,0,24,1,5.0,9,1,1,367.2
47040,34,0,16,1,1.0,4,14,1,348.61
47041,32,0,10,1,6.0,9,3,1,332.2
47042,8,0,11,1,8.0,0,1,1,181.58
47043,15,0,10,0,0.0,0,6,1,298.6
47044,4,0,10,1,4.0,4,15,1,227.6
47045,23,0,7,1,2.0,11,1,1,237.6
47046,37,1,9,0,0.0,1,10,1,69.6
47047,39,0,17,1,1.0,13,8,1,591.6
47048,7,0,23,0,0.0,9,1,1,568.6
47049,17,0,1,1,4.0,9,11,1,352.22
47050,12,0,14,0,0.0,0,1,1,398.6
47051,2,0,17,1,4.0,9,1,1,388.6
47052,15,0,7,0,0.0,8,4,1,191.6
47054,19,0,8,1,4.0,3,12,1,441.59
47055,45,1,14,1,1.0,2,4,1,170.1
47056,39,0,6,2,4.0,12,10,1,476.1
47057,16,0,16,1,1.0,2,15,1,320.1
47058,19,0,8,1,3.0,10,2,1,247.6
47059,14,0,5,2,6.0,4,12,1,544.1
47060,45,0,6,1,2.0,3,0,1,294.6
47061,6,0,9,1,5.0,6,5,1,141.58
47062,8,0,14,1,1.0,5,3,1,268.6
47063,42,0,18,1,2.0,2,9,1,112.49
47064,54,0,11,1,6.0,0,6,1,91.58
47065,24,0,7,1,5.0,7,10,1,286.7
47066,2,0,6,2,3.0,14,8,1,437.1
47067,12,0,10,1,5.0,5,3,1,118.58
47068,16,0,9,3,8.0,2,4,1,659.64
47070,4,0,7,1,2.0,4,15,1,277.6
47071,58,0,6,0,0.0,4,10,1,245.6
47072,50,0,7,0,0.0,10,4,1,163.6
47073,41,1,14,1,6.0,1,7,1,252.21
47074,28,1,13,0,0.0,7,10,1,110.6
47075,10,0,14,1,4.0,10,11,1,127.6
47076,45,0,11,0,0.0,3,10,1,418.6
47077,18,0,11,0,0.0,0,1,1,208.61
47078,15,0,9,1,1.0,13,8,1,521.59
47079,37,0,6,0,0.0,15,13,1,342.6
47080,10,0,19,1,1.0,4,11,1,242.6
47081,7,0,10,1,8.0,9,12,1,447.2
47082,46,0,17,1,2.0,7,9,1,591.6
47083,7,0,1,1,0.0,9,6,1,691.61
47084,23,0,5,1,2.0,3,10,1,456.1
47085,58,0,10,1,2.0,2,14,1,377.11
47086,4,0,23,2,8.0,0,12,1,618.7
47087,20,0,15,0,0.0,14,0,1,111.98
47088,20,0,24,1,6.0,3,8,1,557.2
